+-----------+---------------------+
|   CityId  | Miasto              |
|        13985 | Konsultacja Wideo - Psychologa pierwszorazowa                                               |
|        13986 | Konsultacja Wideo - Psychologa kolejna wizyta                                               |
|        13987 | Konsultacja Wideo - Psychologa dzieci pierwszorazowa                                        |
|        13988 | Konsultacja Wideo - Psychologa dzieci kolejna wizyta                                        |
|        13992 | Konsultacja Wideo - Seksuologa kolejna wizyta                                               |
|        13993 | Konsultacja Wideo - Seksuologa pierwszorazowa                                               |
|        14004 | Konsultacja Wideo - Logopedy kolejna wizyta                                                 |
|        14005 | Konsultacja Wideo - Logopedy pierwszorazowa                                                 |
|        14006 | Konsultacja telefoniczna - Pediatryczna dzieci zdrowe                                       |
|        14055 | Konsultacja pediatryczna - w gabinecie dzieci zdrowych szczepienia p/grypie                 |
|        14057 | Konsultacja pediatryczna - w gabinecie dzieci zdrowych szczepienia ( inne niż p/grypie)     |
|        14099 | Test COVID -19 - genetyczny met.  RT – PCR - wymaz                                          |
|        14112 | Konsultacja telefoniczna - psychiatry kolejna wizyta                                        |
|        14114 | Konsultacja telefoniczna - psychiatry dzieci kolejna wizyta                                 |
|        14115 | Zaświadczenie + Test COVID - 19 - genetyczny met.  RT – PCR - wymaz                         |
|        14116 | Test COVID -19 - antygenowy - wymaz z wynikiem w języku angielskim / niemieckim / polskim   |
|        14188 | Konsultacja telefoniczna - Hematologa dzieci                                                |
|        14265 | Profilaktyka 40 PLUS – pakiet badań NFZ                                                     |
|        14266 | Pobranie krwi - i innych materiałów - nie na czczo                                          |
|        14296 | Konsultacja fizjoterapeuty - Poradnia Bólu Pleców                                           |
|        14297 | Porada pielęgniarki - ankieta poinfekcyjna                                                  |
|        14317 | Cytologia szyjki macicy - na podłożu płynnym LBC (cienkowarstwowa)                          |
|        14322 | Pozostawienie materiału do badania (mocz/kał)                                               |
|        14344 | Wykonanie szczepienia - (+kwalifikacja) Szczepionka VAXIGRIP Tetra (p/grypie) dorośli       |
|        14395 | Pozostawienie materiału do badania (mocz/kał) - dzieci                                      |
|        14403 | Konsultacja pediatryczna - w gabinecie dzieci zdrowych patronażowa noworodka                |
|        14438 | Test COVID -19 - antygenowy - szybki wymaz                                                  |
|        14483 | Konsultacja pielęgniarki - dermatologiczna                                                  |
|        14485 | Konsultacja ginekologa - prowadzenie ciąży - wizyta otwierająca                             |
|        14568 | Konsultacja pielęgniarki - Centrum Leczenia Infekcji                                        |
|        14585 | Konsultacja internistyczna - DPD                                                            |
+--------------+---------------------------------------------------------------------------------------------+
